Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Nikola Pekovic,MIN,.488,5.9,54,54,1663,379,701,379,701,0,0,186,249,206,262,468,50,30,23,84,129,944,.541,.541,,.747
Ricky Rubio,MIN,.488,5.9,82,82,2638,255,670,211,537,44,133,227,283,61,281,342,704,191,11,221,218,781,.381,.393,.331,.802
DeMarre Carroll,ATL,.463,5.8,73,73,2341,302,642,205,374,97,268,109,141,107,296,403,134,108,21,79,188,810,.470,.548,.362,.773
Andre Iguodala,GSW,.622,5.8,63,63,2040,220,458,158,283,62,175,86,132,53,240,293,263,95,18,100,103,588,.480,.558,.354,.652
Taj Gibson,CHI,.585,5.7,82,8,2351,429,896,429,889,0,7,211,281,200,358,558,91,41,112,150,207,1069,.479,.483,.000,.751
Manu Ginobili,SAS,.756,5.7,68,3,1550,294,627,204,369,90,258,160,188,30,172,202,293,70,17,139,128,838,.469,.553,.349,.851
Tristan Thompson,CLE,.402,5.7,82,82,2594,363,761,363,760,0,1,235,339,269,485,754,72,42,35,108,188,961,.477,.478,.000,.693
Marc Gasol,MEM,.610,5.6,59,59,1970,336,711,334,700,2,11,185,241,84,340,424,215,59,76,111,150,859,.473,.477,.182,.768
Patty Mills,SAS,.756,5.6,81,2,1527,309,666,174,348,135,318,73,82,34,135,169,149,68,9,63,114,826,.464,.500,.425,.890
Dwyane Wade,MIA,.659,5.5,54,53,1775,415,761,406,729,9,32,189,258,60,181,241,252,79,29,161,106,1028,.545,.557,.281,.733
Roy Hibbert,IND,.683,5.4,81,81,2409,331,754,329,749,2,5,207,269,202,336,538,91,29,182,148,269,871,.439,.439,.400,.770
Anderson Varejao,CLE,.402,5.4,65,29,1800,227,459,227,452,0,7,92,135,187,442,629,140,69,39,72,164,546,.495,.502,.000,.681
Deron Williams,BRK,.537,5.4,64,58,2059,322,716,224,448,98,268,173,216,15,153,168,392,93,13,143,148,915,.450,.500,.366,.801
Arron Afflalo,ORL,.280,5.3,73,73,2552,464,1011,336,711,128,300,274,336,32,230,262,248,35,3,146,136,1330,.459,.473,.427,.815
Jamal Crawford,LAC,.695,5.3,69,24,2094,421,1011,260,565,161,446,279,322,34,124,158,223,59,12,135,120,1282,.416,.460,.361,.866
Channing Frye,PHO,.585,5.3,82,82,2312,336,778,176,346,160,432,78,95,73,343,416,98,60,63,89,245,910,.432,.509,.370,.821
Kevin Martin,MIN,.488,5.3,68,68,2177,440,1023,325,726,115,297,303,340,34,169,203,121,66,6,106,123,1298,.430,.448,.387,.891
Corey Brewer,MIN,.488,5.2,81,81,2609,388,807,329,596,59,211,163,227,63,144,207,135,151,30,105,210,998,.481,.552,.280,.718
Paul Pierce,BRK,.537,5.2,75,68,2098,321,712,209,412,112,300,256,310,26,322,348,178,86,31,153,190,1010,.451,.507,.373,.826
Jeff Teague,ATL,.463,5.2,79,79,2542,456,1040,382,815,74,225,318,376,34,174,208,528,89,17,232,158,1304,.438,.469,.329,.846
Russell Westbrook,OKC,.720,5.2,46,46,1412,346,791,278,577,68,214,242,293,55,208,263,319,88,7,177,104,1002,.437,.482,.318,.826
Brandon Bass,BOS,.305,5.1,82,73,2266,352,725,350,719,2,6,205,239,161,309,470,87,36,71,102,190,911,.486,.487,.333,.858
Derrick Favors,UTA,.305,5.1,73,73,2201,390,747,390,746,0,1,190,284,199,438,637,91,75,108,129,236,970,.522,.523,.000,.669
Kemba Walker,CHA,.524,5.1,73,73,2614,449,1143,340,816,109,327,282,337,39,267,306,447,86,32,169,128,1289,.393,.417,.333,.837
Brandan Wright,DAL,.598,5.1,58,0,1077,224,331,224,331,0,0,77,106,102,142,244,31,32,55,35,94,525,.677,.677,,.726
Martell Webster,WAS,.537,5.0,78,13,2157,254,587,108,215,146,372,105,125,38,184,222,97,41,15,58,150,759,.433,.502,.392,.840
Tyson Chandler,NYK,.451,4.9,55,55,1662,191,322,191,321,0,1,98,155,159,370,529,59,36,63,71,145,480,.593,.595,.000,.632
Samuel Dalembert,DAL,.598,4.9,80,68,1614,214,377,214,376,0,1,101,137,200,341,541,38,41,94,90,210,529,.568,.569,.000,.737
Boris Diaw,SAS,.756,4.9,79,24,1974,302,580,257,468,45,112,68,92,74,252,326,222,44,32,121,140,717,.521,.549,.402,.739
Monta Ellis,DAL,.598,4.9,82,82,3023,576,1278,507,1069,69,209,339,430,38,257,295,471,141,23,264,197,1560,.451,.474,.330,.788
Reggie Jackson,OKC,.720,4.9,80,36,2277,403,916,320,671,83,245,158,177,43,270,313,331,85,9,168,142,1047,.440,.477,.339,.893
Joe Johnson,BRK,.537,4.9,79,79,2575,462,1018,300,614,162,404,159,195,48,222,270,216,47,10,120,129,1245,.454,.489,.401,.815
Mario Chalmers,MIA,.659,4.8,73,73,2178,254,560,167,334,87,226,121,163,41,173,214,357,119,16,162,210,716,.454,.500,.385,.742
Rudy Gay,TOT,,4.8,73,73,2531,537,1179,472,982,65,197,318,387,113,324,437,209,95,56,224,171,1457,.455,.481,.330,.822
Courtney Lee,TOT,,4.7,79,47,1973,295,614,223,420,72,194,99,112,29,158,187,115,65,28,73,127,761,.480,.531,.371,.884
Mason Plumlee,BRK,.537,4.7,70,22,1275,199,302,199,299,0,3,122,195,99,209,308,60,49,55,77,171,520,.659,.666,.000,.626
Randy Foye,DEN,.439,4.6,81,78,2485,361,875,172,377,189,498,157,185,36,196,232,287,67,39,145,205,1068,.413,.456,.380,.849
